"s","x","y","d","ID","sex","genus","species"
14161,141,1131,"mothra02.0823.0800","99.9%_s10g15","female","ostrinia","nubilalis"
2149,93,616,"mothra02.0823.0802","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0804","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0806","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0808","99.9%_s10g15","female","ostrinia","nubilalis"
3571,358,728,"mothra02.0823.0810","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0812","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0814","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0816","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0818","99.9%_s10g15","female","ostrinia","nubilalis"
5328,1099,1288,"mothra02.0823.0820","99.9%_s10g15","female","ostrinia","nubilalis"
4206,1152,1300,"mothra02.0823.0822","99.9%_s10g15","female","ostrinia","nubilalis"
5409,930,1190,"mothra02.0823.0824","99.9%_s10g15","female","ostrinia","nubilalis"
5606,880,988,"mothra02.0823.0826","99.9%_s10g15","female","ostrinia","nubilalis"
5196,1257,1151,"mothra02.0823.0828","99.9%_s10g15","female","ostrinia","nubilalis"
3548,1256,1100,"mothra02.0823.0830","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0832","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0834","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0836","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0838","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0840","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0842","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0844","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0846","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0848","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0850","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0852","99.9%_s10g15","female","ostrinia","nubilalis"
3870,879,507,"mothra02.0823.0854","99.9%_s10g15","female","ostrinia","nubilalis"
1193,90,643,"mothra02.0823.0854","99.9%_s10g15","female","ostrinia","nubilalis"
5810,804,1447,"mothra02.0823.0856","99.9%_s10g15","female","ostrinia","nubilalis"
643,834,1423,"mothra02.0823.0858","99.9%_s10g15","female","ostrinia","nubilalis"
7943,321,778,"mothra02.0823.0900","99.9%_s10g15","female","ostrinia","nubilalis"
6549,225,892,"mothra02.0823.0900","99.9%_s10g15","female","ostrinia","nubilalis"
6448,816,419,"mothra02.0823.0902","99.9%_s10g15","female","ostrinia","nubilalis"
6681,397,592,"mothra02.0823.0902","99.9%_s10g15","female","ostrinia","nubilalis"
5787,378,247,"mothra02.0823.0904","99.9%_s10g15","female","ostrinia","nubilalis"
4628,425,244,"mothra02.0823.0906","99.9%_s10g15","female","ostrinia","nubilalis"
5311,459,541,"mothra02.0823.0908","99.9%_s10g15","female","ostrinia","nubilalis"
1396,87,570,"mothra02.0823.0910","99.9%_s10g15","female","ostrinia","nubilalis"
628,404,209,"mothra02.0823.0912","99.9%_s10g15","female","ostrinia","nubilalis"
5613,1160,1015,"mothra02.0823.0914","99.9%_s10g15","female","ostrinia","nubilalis"
5634,1017,1032,"mothra02.0823.0916","99.9%_s10g15","female","ostrinia","nubilalis"
3508,457,247,"mothra02.0823.0918","99.9%_s10g15","female","ostrinia","nubilalis"
5456,837,1002,"mothra02.0823.0918","99.9%_s10g15","female","ostrinia","nubilalis"
5539,740,818,"mothra02.0823.0920","99.9%_s10g15","female","ostrinia","nubilalis"
570,458,211,"mothra02.0823.0922","99.9%_s10g15","female","ostrinia","nubilalis"
1225,479,263,"mothra02.0823.0922","99.9%_s10g15","female","ostrinia","nubilalis"
4323,659,62,"mothra02.0823.0924","99.9%_s10g15","female","ostrinia","nubilalis"
440,483,273,"mothra02.0823.0924","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0926","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0928","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0930","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0932","99.9%_s10g15","female","ostrinia","nubilalis"
2571,106,563,"mothra02.0823.0934","99.9%_s10g15","female","ostrinia","nubilalis"
2529,46,906,"mothra02.0823.0936","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0938","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0940","99.9%_s10g15","female","ostrinia","nubilalis"
650,629,39,"mothra02.0823.0942","99.9%_s10g15","female","ostrinia","nubilalis"
760,632,82,"mothra02.0823.0942","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0944","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0946","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0948","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0950","99.9%_s10g15","female","ostrinia","nubilalis"
1574,494,252,"mothra02.0823.0952","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0954","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.0956","99.9%_s10g15","female","ostrinia","nubilalis"
1889,57,951,"mothra02.0823.0958","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1000","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1002","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1004","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1006","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1008","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1010","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1012","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1014","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1016","99.9%_s10g15","female","ostrinia","nubilalis"
2648,658,28,"mothra02.0823.1018","99.9%_s10g15","female","ostrinia","nubilalis"
2015,614,44,"mothra02.0823.1020","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1022","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1024","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1026","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1028","99.9%_s10g15","female","ostrinia","nubilalis"
4177,504,280,"mothra02.0823.1030","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1032","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1034","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1036","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1038","99.9%_s10g15","female","ostrinia","nubilalis"
541,531,261,"mothra02.0823.1040","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1042","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1044","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1046","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1048","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1050","99.9%_s10g15","female","ostrinia","nubilalis"
3133,598,41,"mothra02.0823.1052","99.9%_s10g15","female","ostrinia","nubilalis"
4977,487,107,"mothra02.0823.1054","99.9%_s10g15","female","ostrinia","nubilalis"
1105,50,915,"mothra02.0823.1056","99.9%_s10g15","female","ostrinia","nubilalis"
3031,167,420,"mothra02.0823.1058","99.9%_s10g15","female","ostrinia","nubilalis"
5429,296,366,"mothra02.0823.1100","99.9%_s10g15","female","ostrinia","nubilalis"
4117,351,393,"mothra02.0823.1102","99.9%_s10g15","female","ostrinia","nubilalis"
5190,350,488,"mothra02.0823.1104","99.9%_s10g15","female","ostrinia","nubilalis"
4986,264,518,"mothra02.0823.1106","99.9%_s10g15","female","ostrinia","nubilalis"
4653,175,501,"mothra02.0823.1108","99.9%_s10g15","female","ostrinia","nubilalis"
2228,135,495,"mothra02.0823.1110","99.9%_s10g15","female","ostrinia","nubilalis"
4288,196,378,"mothra02.0823.1112","99.9%_s10g15","female","ostrinia","nubilalis"
4902,229,456,"mothra02.0823.1114","99.9%_s10g15","female","ostrinia","nubilalis"
3157,194,380,"mothra02.0823.1116","99.9%_s10g15","female","ostrinia","nubilalis"
5442,57,1561,"mothra02.0823.1118","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1120","99.9%_s10g15","female","ostrinia","nubilalis"
623,372,1577,"mothra02.0823.1122","99.9%_s10g15","female","ostrinia","nubilalis"
5602,533,1282,"mothra02.0823.1124","99.9%_s10g15","female","ostrinia","nubilalis"
5181,995,276,"mothra02.0823.1126","99.9%_s10g15","female","ostrinia","nubilalis"
5941,568,391,"mothra02.0823.1126","99.9%_s10g15","female","ostrinia","nubilalis"
810,105,612,"mothra02.0823.1126","99.9%_s10g15","female","ostrinia","nubilalis"
1372,91,671,"mothra02.0823.1126","99.9%_s10g15","female","ostrinia","nubilalis"
2558,201,355,"mothra02.0823.1128","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1130","99.9%_s10g15","female","ostrinia","nubilalis"
240,62,930,"mothra02.0823.1132","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1134","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1136","99.9%_s10g15","female","ostrinia","nubilalis"
4503,769,35,"mothra02.0823.1138","99.9%_s10g15","female","ostrinia","nubilalis"
559,537,405,"mothra02.0823.1138","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1140","99.9%_s10g15","female","ostrinia","nubilalis"
5045,393,607,"mothra02.0823.1142","99.9%_s10g15","female","ostrinia","nubilalis"
2396,57,869,"mothra02.0823.1144","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1146","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1148","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1150","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1152","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1154","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1156","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1158","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1200","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1202","99.9%_s10g15","female","ostrinia","nubilalis"
3133,237,305,"mothra02.0823.1204","99.9%_s10g15","female","ostrinia","nubilalis"
4961,1139,68,"mothra02.0823.1206","99.9%_s10g15","female","ostrinia","nubilalis"
4764,1252,125,"mothra02.0823.1208","99.9%_s10g15","female","ostrinia","nubilalis"
3591,1023,24,"mothra02.0823.1210","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1212","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1214","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1216","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1218","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1220","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1222","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1224","99.9%_s10g15","female","ostrinia","nubilalis"
365,1010,49,"mothra02.0823.1226","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1228","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1230","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1232","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1234","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1236","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1238","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1240","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1242","99.9%_s10g15","female","ostrinia","nubilalis"
0,NA,NA,"mothra02.0823.1244","99.9%_s10g15","female","ostrinia","nubilalis"
